,Jan,Feb,Mar,Apr,Oct,Nov,Dec
38,4.249083295,3.954421153,3.521504262,4.169253259,5.364755107,4.916212622,3.504861244
39,4.640602744,3.377016966,3.885298073,3.54351279,6.17748771,3.784016253,3.484947059
40,4.300985839,4.505136862,4.232441643,3.992076063,6.690674483,4.506932749,3.661344067
41,3.962143918,3.870364502,4.265623471,3.583216396,6.832355195,5.105717843,3.694739459
42,4.226216976,3.372665069,3.459398885,3.77173463,3.160158975,3.688575213,5.619784075
43,3.612767464,3.705094326,4.056344861,3.359643933,3.353094756,3.923013228,4.306660907
44,5.579508554,4.893233413,4.431718617,3.583619878,3.947333301,6.3545506,6.237492403
45,6.641018499,3.596608019,4.203446082,3.745338875,3.748336166,5.95127255,5.382682175
46,5.373443501,5.908939433,4.366409981,3.227290131,4.871850261,7.773785117,4.569608198
47,3.607763251,5.147077372,4.793838869,3.708322662,6.524356666,4.737122857,5.196713274
48,3.165701497,3.732048194,3.441482009,3.909726766,3.752166073,5.371876633,4.671014253
49,4.067033743,5.19591121,3.774774667,3.846777776,6.323855433,5.835147919,3.491621668
50,4.507624007,4.567534995,4.763924082,4.166907411,3.533105776,5.00769795,4.640624212
51,5.005582937,4.732013384,3.516655705,4.133097198,4.272756049,4.496717593,5.8964013
52,5.529573413,3.585552633,3.709273023,3.302944943,3.14678463,4.283374685,4.615448859
53,5.63164853,3.292417431,4.448882475,3.461463699,4.468430223,5.500079642,5.632897725
54,4.329714001,3.774693967,3.718225963,3.149933999,5.133153849,3.859599496,5.284446407
55,3.539186668,3.51766915,4.534373775,3.586021197,4.18650142,5.16234109,3.514538253
56,6.567435912,4.111742173,4.098730925,3.685355581,3.284026757,4.971512128,4.401760179
57,3.518476349,3.593541831,4.197291892,3.639945145,3.636364528,3.871840811,4.43661045
58,4.205300047,4.112022155,3.897019226,3.556130839,3.695146999,4.445663256,7.221507078
59,6.039842838,6.299331234,3.956591349,3.245734481,4.837076642,6.126456442,5.566390514
60,4.066841927,4.997180627,4.044456323,3.524165957,4.230966575,5.169412146,4.233908741
61,5.535271824,3.605110629,4.527502809,3.521392293,3.35710268,3.976388934,7.616970531
62,3.276900313,3.496629338,4.01444541,3.848949247,5.743510402,4.320792419,4.361965048
63,4.659112778,3.494755548,3.846953793,3.027975972,4.815762832,5.529900423,7.862308539
64,4.236379754,5.800273526,4.382468529,3.176769412,5.222511752,6.403578042,5.208283526
65,3.890145823,3.572051373,4.697140438,3.279415095,6.498603651,7.119497905,4.568381018
66,3.728554476,5.391828537,4.117843756,3.929080509,4.378826716,4.550704256,4.755379268
67,4.637891068,5.526008459,3.471987525,3.35906291,5.439110193,3.835147569,5.732563615
68,3.980209395,3.596956873,4.841759857,3.477484317,3.717773074,5.154787922,5.709567368
69,4.057124641,5.262491383,3.956781476,4.204461181,3.979824402,3.777988007,5.55237368
70,6.062099095,5.256803423,3.451580862,3.336876345,4.169918199,4.573628515,5.333728719
71,3.810624119,6.007646664,3.597849192,4.007275693,3.577957538,6.930579695,7.22349014
72,3.585787869,3.470018123,3.329980942,3.738407711,4.385587619,7.170533821,6.401948351
73,4.905939178,4.437626629,3.260822818,3.481276726,6.627651051,4.14057594,4.082030365
74,3.851420549,4.66324401,3.989959211,3.534984284,3.964314123,6.716278735,3.319466746
75,4.698976272,6.04972789,3.683518494,3.661829242,3.500975992,6.375637015,6.041779852
76,4.08787427,6.351103792,3.848407611,3.634159391,3.505929776,4.375237655,4.556306337
77,6.008881078,4.464694125,4.432983114,3.937400343,3.089365163,5.048306989,3.596905686
78,3.354190859,3.961098044,3.317888284,3.443383858,6.250138186,3.975135697,3.537315916
79,4.522687813,3.476121017,5.148669355,3.988719701,4.345626629,4.575138411,6.99293643
80,4.576183188,5.629625828,3.685116615,3.868964519,5.025057215,6.513377654,6.524051265
81,4.183985646,3.978828436,3.585657107,3.210283946,5.165745901,5.377573304,4.197807603
82,4.013342871,4.066683799,3.924014789,3.472000012,6.17801704,5.012685565,5.128588222
83,3.975258555,3.923268676,3.976785963,4.111133571,2.995266976,4.261647423,3.613963884
84,3.343539333,4.732380062,3.220194109,3.653317988,3.815936411,6.54712784,3.933480665
85,4.841228819,3.386110112,3.902345312,3.512219563,5.427057332,5.396649336,4.977508393
86,3.852392098,3.588739082,3.427538599,3.543764743,3.359568408,6.549010871,4.785647803
87,4.94629296,4.332910426,4.475640301,3.503600835,6.548505871,4.396805414,5.990629309
88,4.920300859,4.067810455,4.422263441,4.042490516,3.409365057,4.477364766,6.159736595
89,4.520263594,4.512842665,3.550960051,3.689568368,4.920743366,4.161285235,5.7956711
90,3.725155986,4.624894697,4.261367001,3.697732887,5.538904724,6.056637016,3.430409442
91,3.848536877,5.855290499,3.407288834,3.64110436,4.107041872,3.939541636,4.70825697
92,5.820907652,3.41848844,4.988497534,3.632866706,6.101125174,3.857075159,5.121030593
93,4.801545845,4.565461116,4.079888185,3.458105952,6.030535446,4.020898522,4.263029156
94,5.145379366,4.476754405,3.776955903,3.623769858,2.719533463,4.533295306,5.564948056
95,3.913345536,5.245852504,3.636795633,3.429783859,2.598051062,5.01098115,5.13475518
96,3.88096066,5.294293714,4.030204555,3.938593532,5.670603746,5.689419617,6.523757076
97,5.588640686,6.536523392,3.449149538,3.563445302,5.943481732,6.787678455,7.909231885
98,5.188679381,5.037961014,4.215036585,3.590318499,4.773156555,4.300158141,4.258328077
99,4.99493954,4.770231092,4.919961706,3.538244018,3.736640712,4.304117065,6.761219676
100,4.631510401,6.341551336,3.884907648,3.828893909,5.13122007,3.787682593,3.730854438
101,4.562180357,3.753434893,4.368025148,3.828975367,5.933293029,4.345276825,3.900954002
102,4.777350193,6.203873777,3.681041059,3.694621509,4.60285767,4.080087284,4.964263076
103,4.357427256,4.245841373,4.446933609,4.161301263,4.374703257,3.819611659,3.486267662
104,3.710861458,3.506807263,3.595923324,3.601253384,4.201251746,3.977498777,3.308975322
105,3.505144664,3.483759913,4.12892796,3.54542715,5.389403596,3.842227984,5.666835132
106,3.079927623,3.773085667,4.081353899,3.972115124,5.693093641,4.989388209,3.241685413
107,3.751394156,3.377144737,4.693033249,3.974584842,3.953366386,5.307994927,6.157224116
108,3.924145493,3.351482112,3.384308072,4.087409527,5.23389679,4.836460057,8.354794229
109,4.815916077,4.010911268,3.880633406,3.466026142,3.103642675,4.831627302,3.442100028
110,3.61595863,4.074538889,3.94660585,3.389353638,3.969351368,5.955991461,5.486430461
111,4.81792073,4.516968675,4.015323746,3.999268301,5.238199881,5.980093536,3.719200557
112,4.227367762,4.391290349,3.870470537,3.75561763,5.809144936,6.65800655,4.658889226
113,5.655784454,5.963376499,4.163515953,4.06146054,5.173357551,5.255939085,5.819503096
114,3.721220083,4.236640035,3.393298804,3.478585506,4.234105766,6.161476121,5.592450333
115,3.836631173,4.838531158,3.780112532,4.047266705,4.934092932,5.607617757,3.353078151
116,4.227616016,3.993546275,3.660671835,3.86350125,5.45567912,6.432958964,4.916572728
117,4.402891229,3.342151955,3.251262551,3.292387075,3.736111555,4.110870065,3.901622444
118,6.167060477,3.437889133,4.331260377,3.806974102,5.742859513,3.734722779,8.494288152
119,5.636968352,3.412082475,4.315496045,3.844156253,4.463122842,5.238447451,6.382123327
120,5.012468834,3.913258718,3.949427,3.959898461,2.815401009,5.583386033,4.32835701
121,3.600811932,5.020847522,3.459744843,3.716729957,3.963907778,6.379199807,7.42902346
122,3.735958649,3.906585056,3.45891369,3.672919617,3.883354635,7.256034377,4.966170266
123,5.070735503,4.386372411,4.184094195,3.662988002,6.747005928,4.659950223,6.010089222
124,3.58355832,5.046803396,3.610851932,3.273944022,5.676723775,4.451233128,3.776836229
125,4.537821868,3.732255282,3.580642431,3.850438162,3.664574745,7.705463949,5.036386071
126,3.580591037,3.281672488,4.09325154,3.966447167,2.946043008,8.324742972,5.480620992
127,4.581069131,4.476993586,4.079132659,3.554598763,5.997283064,5.888110976,4.627564045
128,5.724555704,3.37214243,4.441823992,3.297152285,4.360900076,5.605291268,4.719408533
129,4.703246185,3.451890651,4.089569464,3.96681254,5.701199789,6.964597116,5.619465921
130,3.693003261,3.476835993,4.727455598,3.654530647,6.125454722,6.131236397,3.649082621
131,4.928030541,4.15496462,3.576437069,3.788003356,3.492269043,6.251657177,3.841801299
132,5.362395468,5.373103515,3.702580198,3.514371978,5.137665777,7.623222764,4.630124542
133,4.328155813,3.441607936,3.785341784,3.627678217,4.599981414,5.81026686,6.755470776
134,5.481370198,3.587827728,3.365152554,3.044552083,2.963395409,4.288704836,6.139167184
135,4.961553173,5.054464376,4.274966819,3.871274952,4.443415224,3.819524544,4.811980959
136,3.725602422,3.806833177,3.943592351,3.631221124,4.282320189,4.412523728,4.182574261
137,6.175916118,3.887356678,4.581730647,3.659943237,4.681417311,4.236987892,4.749320003
138,5.247714727,6.494472918,3.311717726,3.208173128,4.804572536,5.370862958,3.486636298
139,4.498630649,3.690046288,3.281429009,3.988197244,5.29199374,5.60420119,7.30441227
140,5.242671324,3.554154174,3.711726324,3.988013439,3.361526423,4.65960185,4.594476491
141,5.998271848,4.095137147,3.737974181,3.532703106,4.841528952,3.828036953,4.545890506
142,5.908429436,5.691519786,4.652082621,3.537800356,5.949799486,4.309554733,4.486071278
143,5.207441811,3.579329172,3.770285145,3.708069037,4.05049916,5.218845498,4.202611227
144,3.540020745,4.596670512,4.747817473,3.800022053,4.781403671,5.718940181,5.37077183
145,4.029545292,3.866139916,4.851956696,3.916282544,4.377713688,5.089683462,5.431313407
146,4.516323177,3.815023891,3.538251474,3.579518854,3.780823615,6.063298639,3.671870375
147,4.208814198,4.962711669,5.029457295,3.450056365,5.063073245,5.708472073,3.394891278
148,4.716373725,3.939728672,4.566582649,3.328861942,4.68140202,6.847138402,6.094678189
149,5.797317254,5.031522544,3.709189035,3.361538897,6.771165213,7.546884685,5.102661046
150,5.945742042,4.308924669,4.430676319,3.140669671,6.810402428,4.9474188,7.206454319
151,5.321139905,4.855850152,4.736142239,3.522685563,6.132541984,5.581855091,4.340759256
152,6.212966198,4.218187718,3.632574029,3.865252228,3.253485549,5.984455213,4.238306586
153,3.710241196,3.905187491,3.78694637,3.351431606,4.313318352,6.220897905,4.652991534
154,4.5403234,5.406982462,3.901109496,3.923666822,4.906059381,4.93429149,4.00502006
155,4.934505644,5.558844185,4.63582107,3.961140435,3.99441374,5.929370232,4.397002596
156,4.093794539,3.736620418,3.458217455,3.2938438,5.305224073,6.103736626,3.625339586
157,5.425642585,6.105441497,4.080716543,3.242158417,2.978615285,6.487592024,4.769949048
158,3.550283065,5.615958483,3.712328729,3.989884497,4.531073574,4.414950093,4.852056601
159,5.392534881,4.697966619,3.591180542,3.657545702,5.953429238,3.692313321,8.039896046
160,5.573245706,5.128306988,4.485630905,3.692222057,3.082098584,6.651843114,5.883643754
161,6.152647082,4.207399739,4.190555059,3.740206691,2.769299491,3.89340955,3.382756997
162,4.109515734,3.401786023,4.032477365,3.619831531,2.895707096,8.319250084,3.377102121
163,5.046906055,4.498273446,5.07263585,3.638708392,5.684099355,6.206218052,3.972517259
164,4.187415377,3.795126015,3.886897564,3.539509257,2.877825135,4.308084785,3.655201915
165,5.542656003,4.431111724,3.678638284,3.851746227,5.327242424,8.030359117,5.176967303
166,4.060251974,6.114436349,3.587254766,3.548197559,4.254090247,4.229868045,5.810027847
167,5.88791106,3.784969783,3.585532874,3.88603437,2.775031392,4.040938576,6.03043119
168,4.777675319,4.280333429,4.499096267,3.987961478,3.89813876,5.608479782,5.270721743
169,4.986693241,3.52078688,3.26762261,4.336422739,3.623930963,4.326365774,4.778687886
170,3.375672169,3.884837405,4.040088157,3.674129517,7.41010451,6.263252209,4.602424237
171,4.950746531,3.411458164,3.450141209,3.891617371,3.611639345,4.684430098,7.054621677
172,3.715011059,3.961736179,4.499847543,3.843385837,3.987663004,4.927716747,5.511526875
173,3.539714583,4.719333736,4.131839272,3.16030573,3.281316422,6.508117113,7.324307196
174,4.423473354,3.864848301,3.641178949,3.944294449,4.309356016,4.005446596,5.802251324
175,5.444071655,4.258476176,4.368293375,3.36932431,4.514366592,7.279444711,5.32564333
176,4.188414361,5.834917013,3.673319833,3.508935775,3.094075426,4.780618987,4.900975879
177,4.528080886,5.192881144,4.253571028,3.080449763,2.940215683,5.530149885,4.921187138
178,4.583015775,4.406579446,3.5469606,3.828867197,5.00372697,7.223793899,3.75101669
179,6.226506558,5.125554946,3.814066266,3.57288355,4.703835885,5.699183121,3.738522786
180,4.682370134,4.436698726,4.303404418,3.779447864,4.173331405,4.979954413,4.487467362
181,4.581553238,3.311533941,5.265356013,4.062516655,3.133996228,6.20125381,6.212513729
182,5.773338185,4.240369452,3.437658489,3.068572929,3.269555302,4.019666858,6.190928255
183,5.530590714,3.494064008,3.359824684,4.103999598,6.334493996,5.116170415,4.063216792
184,3.445223374,4.214101471,3.382407909,3.627648815,5.079726483,5.402465203,4.356117602
185,3.660564129,4.088571316,4.305199986,3.759153941,5.356862481,3.92983003,4.833318829
186,4.629671533,3.766185018,3.48258711,3.505514249,5.112212216,6.334618681,6.63501647
187,4.32938587,3.559195186,4.945649324,4.115807136,5.264581829,5.866412553,4.098516689
188,4.551017015,4.185716303,3.695634523,3.096648132,4.177295108,6.159759065,3.702606627
189,4.335559391,4.721528694,3.698615423,4.311366095,4.31905727,3.79370398,3.862585163
190,5.232961356,3.710291858,3.886217551,3.324089192,5.7693938,4.424828059,3.956538941
191,4.626839238,5.280960754,3.910035858,3.67172947,3.881875584,3.649223202,4.058398239
192,5.275913236,5.411841211,4.156895149,3.783698238,5.802995796,6.23429462,5.283692077
193,4.287985992,5.218808784,3.83789838,3.497367132,5.613683079,5.456046681,3.679751147
194,6.377374154,4.012820789,4.595069101,3.907594777,5.755906989,3.809388262,7.391269981
195,5.828471214,5.977505743,3.678417481,3.885749817,5.494422688,7.044508478,3.34342723
196,5.048628012,4.086679377,3.602619444,3.650684847,4.129753873,5.517407286,4.610417658
197,5.730689515,4.469298543,4.045797473,3.393770082,3.704363454,6.086031893,4.680494901
198,4.811237092,3.947843579,3.604198942,4.175246867,7.121046955,4.190779509,4.876895152
199,4.941877445,5.231011048,4.287891989,3.546437507,3.953802578,6.730505189,5.943178422
200,6.204496221,4.965136655,3.321641178,3.252332004,4.962583097,5.40467619,3.633213255
201,3.609096272,3.382466001,3.392300283,3.445515414,4.985632162,6.526287466,4.93464982
202,3.902911444,4.965468357,3.620620512,4.192239034,4.051143766,4.365195669,3.933434473
203,5.637222431,6.114709653,4.349716962,3.703123122,4.858088662,6.001242205,5.219782591
204,6.082420204,4.425143794,3.511369447,3.492024166,5.431449372,6.093158994,5.769888643
205,6.308309284,5.917907055,4.934785622,3.16680573,4.760295689,4.45796137,3.950814804
206,4.346270916,6.318722706,3.351985014,3.646885306,4.243767214,4.402109961,4.320965499
207,4.528414745,3.337648955,3.682734833,3.738211023,2.644812051,6.792676944,7.493981068
208,3.599436825,4.118157269,3.459528802,4.158757721,5.810885443,4.515259681,3.336958553
209,5.616546224,3.977684065,3.591348876,4.036416999,5.41003639,5.745271018,3.348501948
210,3.562888202,3.965956557,3.370880301,3.57129212,6.403069361,4.804435077,8.144538488
211,5.364141708,3.805774277,3.58207287,3.830094055,3.94165681,7.858215845,4.253145127
212,3.922558697,5.548343482,3.877602583,3.661951949,4.619250848,5.976972479,5.138546123
213,3.88964093,5.828237177,3.836272938,3.453742661,2.784266369,4.36458058,6.18351153
214,3.354499795,5.55840035,4.004717577,3.59717409,3.515500828,6.345529658,6.279847484
215,3.727547442,3.602826326,4.498397841,3.597710718,5.168957885,4.468195708,5.462531156
216,3.287541982,6.017830378,3.816588612,3.805750065,4.204439932,7.410353769,3.466021326
217,3.575542036,4.058057755,3.722302025,3.389251523,3.957883936,6.759282531,3.788329369
218,4.137962958,3.782557255,3.814660481,3.501009576,3.363572832,4.184311489,6.257063534
219,3.130942963,3.623791889,3.791933128,3.872567538,4.200074753,5.749676964,6.838793391
220,4.194380333,3.637393157,4.263249712,3.25734653,3.411148355,6.842012539,6.646604965
221,4.639770348,4.161395175,3.960671705,3.760191106,4.545467952,6.622229027,3.988058133
222,4.586674227,5.658913125,4.272865753,4.024659611,3.107571605,5.561923551,6.245638337
223,5.497593223,5.331350761,4.091792626,3.954252786,4.07444869,5.58554166,7.139985275
224,4.475237698,4.666750506,4.54333371,3.663655166,5.251771018,5.52921378,4.984925869
225,4.048570069,5.389764371,3.97355696,3.6475471,6.128168093,4.255223801,5.759440739
226,5.869175941,5.912164284,3.98394878,3.425641117,4.004599265,3.89499717,3.554446436
227,3.651295361,4.965042379,3.490087214,3.512899623,3.581322927,5.935158271,7.592137663
228,4.338112269,3.809203436,4.34523223,3.857269181,3.673662681,4.981177049,6.45924302
229,3.55290859,5.501335165,3.463230883,3.93890863,7.099165941,4.844646218,5.825026442
230,4.871797433,5.854365991,4.12425854,3.839988265,5.081029431,6.027552611,4.282408001
231,5.364615901,4.341010792,4.629573331,3.644366978,4.636720422,5.158919135,4.697895775
232,4.122565756,5.106060173,4.453546142,3.763227985,2.641725473,5.947973687,5.55158965
233,3.715199077,4.227244096,3.424107122,3.684452812,3.854763829,5.061652835,4.521465028
234,3.260159829,3.493073797,3.525334378,3.880413908,6.178437966,5.991103709,4.923794788
235,6.082630925,3.320449341,4.139679494,3.648546078,5.198188421,5.996926717,5.025715539
236,3.482820016,4.875877661,3.267431109,4.040394016,4.190623032,3.900756061,5.408338383
237,6.621347533,3.96714956,4.036347008,3.4928832,3.201379128,5.36737016,5.50452153
238,3.432203098,5.027285988,3.976970117,3.530648605,4.136671134,5.971783458,6.764101651
239,4.085758065,6.183482669,4.187189495,3.388044459,5.499579068,4.808890167,4.395219996
240,4.051376339,5.498596376,4.114590773,3.986765558,4.610532447,5.629382388,3.541792494
241,4.825783566,5.797267546,3.602921048,3.713365193,3.655605145,3.702012284,5.73471437
242,5.033453811,4.509380476,4.432097771,3.287901628,3.795019248,4.657459174,3.385109742
243,3.864384836,4.601171581,3.325764464,4.310300284,4.22033129,5.647807841,3.533039605
244,4.045458932,4.347127508,4.781929756,4.198646839,3.468612113,5.931993372,6.556505237
245,5.93571857,4.756973727,4.232124182,3.636394905,4.766119497,8.133353682,4.37520269
246,4.470877058,4.312865496,3.746166223,3.453168295,3.70534269,5.21993551,5.540350029
247,4.207674934,3.430589371,4.08860425,3.618289923,6.757021778,4.623864733,3.900818199
248,5.056468379,3.470195709,3.662894055,3.210525795,5.481891434,6.192274466,3.460915241
249,4.563542251,3.719453215,3.852190597,3.421304026,3.869216794,4.919271315,3.709102949
250,3.881176166,5.05286636,4.961239337,3.816215669,2.886423949,8.10478513,7.337972853
251,4.891038728,3.46106781,3.683371451,3.159166155,3.628684758,5.958874631,3.872465234
252,3.038944864,5.525263164,5.208314004,3.78431692,4.036619273,3.874644379,3.779080008
253,3.985896565,5.701717536,3.895171592,3.123269759,3.0870969,4.166688215,4.354080591
254,4.551229093,3.989552661,4.236167334,3.998387534,5.239747559,7.517361495,3.308310264
255,4.43282586,4.616243987,3.919270909,3.911365458,3.552607033,4.398576513,6.694979244
256,3.342242819,3.499214433,4.123330337,3.811351355,5.618861896,7.178889574,6.480229557
257,6.077556946,4.380882281,3.792196512,3.874805102,3.063523224,4.489179244,5.149004267
258,3.50844782,5.52675099,4.665654601,3.642764585,3.715128126,7.431607556,4.740213672
259,5.050873833,3.310085708,3.522766055,3.912175964,4.337628527,6.404843674,4.66676998
260,3.551473993,4.284369252,4.333167443,3.988366651,3.829787752,5.813899954,4.056674218
261,5.439521123,3.826244611,3.840775393,3.310573966,3.976532886,4.433651842,6.088804745
262,4.265692266,4.798627456,4.3812119,3.747225112,6.84812194,5.39589817,5.316817859
263,4.710649245,3.435789086,3.721068219,3.826178842,3.456257142,4.33482715,5.757246971
264,5.345792356,3.889896383,4.92842745,3.605124009,5.984823958,3.89477559,3.268236541
265,4.576201307,5.51718133,4.603646649,3.746541238,5.692255675,3.726968776,3.607881911
266,3.489741111,4.197832718,4.205109752,3.54666864,3.574529668,6.599281402,3.371462611
267,3.78791865,3.640154772,3.964379151,4.097743828,3.551019899,8.076163063,3.901363352
268,3.713826711,3.290531214,3.598049902,3.890981633,6.820215156,4.490807686,5.422188363
269,3.977973377,5.39823971,4.70928134,4.176989183,3.414060186,4.042301251,3.687145583
270,5.063261222,5.137715232,3.351908637,3.655320268,3.511046872,5.531366269,4.669973056
271,4.894765266,3.446740805,5.088941457,3.318145355,4.860937027,4.017031821,7.844998747
272,3.955214846,4.208918797,3.647450108,3.586928124,2.61396064,4.492270518,5.231657518
273,3.462595023,3.464950122,3.59104945,3.318759134,2.741782016,5.201610422,4.281842263
274,4.028409503,4.302535489,3.577416316,3.641950525,3.998957388,4.884979513,3.82668104
275,4.369624899,4.09273394,4.34235513,3.390100279,4.429373081,7.121246415,5.91012489
276,6.340088817,3.399791487,4.029800128,3.744342954,5.206088093,5.16107857,5.714221548
277,4.482753082,4.272663399,5.221764056,3.99590014,4.077360588,6.048987672,8.001549295
278,3.835973443,5.613831005,4.122895427,3.248145144,3.393119235,5.319082473,4.502236047
279,4.74458782,3.529232044,4.710350973,3.925213027,6.619900912,4.654855731,7.823157099
280,3.668602004,5.613082537,3.746027232,3.874902274,3.250423814,3.943616528,4.623037586
281,4.410097587,3.351603717,3.739536814,3.546065567,4.170631239,7.315505814,5.906149702
282,4.212644407,3.934088372,3.359233946,3.891284202,5.176805521,6.159497721,6.388266027
283,4.776610963,4.876275746,5.061115204,4.06618407,5.818650619,3.813530048,3.606098813
284,5.628125876,3.946735283,3.606368416,3.35403492,6.245611285,3.799973215,4.468279165
285,3.965327576,4.3115188,3.626478456,3.496361522,4.280851558,7.59420332,4.344948348
286,3.702685964,4.475781683,3.969149497,3.62562774,4.708550865,6.446708269,5.555710909
287,3.701156578,4.609431712,4.356784245,3.333854965,3.569547708,5.762841566,3.449234663
288,4.657344297,4.847568431,4.168673012,3.905746683,4.82538252,4.498418913,7.026043134
289,5.171293818,5.868045021,3.494464983,3.730159925,4.349833172,6.527000639,4.255116577
290,4.009596913,5.320989301,3.917617529,3.067954291,5.677384688,6.778040291,4.386875115
291,3.557382806,5.715327664,3.685500269,3.164180421,2.700774935,7.540718662,5.266221594
292,3.962945227,4.056410845,4.306062215,3.634593641,4.62233499,6.706603078,4.518488962
293,5.499037284,3.665128171,3.850255933,4.026933073,2.980166207,6.33775465,5.91425083
294,4.981905879,3.749881407,4.164496536,3.766645701,7.219523945,4.159612004,7.820445128
295,4.846317918,5.558306311,3.368683975,3.651886714,3.59974797,4.531130253,6.109863315
296,4.074846733,3.542523504,4.618791924,3.678317893,5.005604049,4.077644786,5.251756467
297,6.219741186,3.753009443,3.896435742,3.404319175,3.555840538,5.273921069,4.332188958
298,5.042919146,3.591721969,4.897970733,4.265072224,3.236077399,4.308966376,6.464413128
299,4.064068294,5.467646544,3.589311028,3.766319035,4.422029027,5.89516889,5.023406665
300,4.40220565,3.344975749,3.860857986,3.744771962,7.192208475,6.498214338,6.642656899
301,4.144498156,4.362780655,4.214921041,3.809177602,4.885258799,5.034502217,5.202712711
302,4.887153849,3.90969109,4.113979971,3.169744403,3.356960218,4.207867274,6.697276401
303,5.250550929,3.785530703,3.895953,3.47488722,6.942901093,3.813854852,4.034229385
304,4.321750959,5.113190277,4.274605937,4.325320119,3.341304713,5.218084391,6.532326877
305,3.730967968,4.021668895,4.76265509,3.414159505,5.521284394,3.947675308,6.807402633
306,4.044219739,3.575998429,4.368939828,3.878361481,3.648562588,6.289109265,3.45732817
307,4.108727525,5.669274433,4.998310155,3.627251443,6.348534789,7.435137823,4.551817393
308,5.375832159,5.351058601,3.855620564,3.700146215,5.915808637,3.681356497,4.852741318
309,5.389112709,3.370190725,4.161631943,3.488316164,4.764178492,7.175844415,3.389007611
310,5.510484998,5.503653779,4.252628601,3.921601963,5.323246916,6.72074071,6.650303697
311,4.410334952,4.937465832,4.659478265,3.828618278,2.996199507,6.185644468,4.155946414
312,3.885705063,3.494940921,4.322195819,3.526881961,5.001806727,4.969598932,3.460061783
313,3.758952145,3.306288147,4.816836251,3.68283904,5.45487063,4.011666655,5.369819451
314,5.995142214,3.434022191,4.475343175,4.229342167,4.277245242,4.669661319,3.878802502
315,4.830700747,3.388060397,3.92166561,3.611462384,5.143671847,4.970564358,3.663752787
